"low_ite","med_ite","high_ite"
0.155792282467527,0.193970085248654,0.216994542470892
0.159065627775623,0.1837414718323,0.163648302046152
0.199758566435343,0.244899465855415,0.164741971253828
0.21606175372066,0.204136280614606,0.198171352685967
0.202587598517273,0.21160784214744,0.212765903230854
0.220781347986614,0.21160784214744,0.235828169291585
0.172724460836393,0.178032400139952,0.242956729569837
0.158464255518479,0.204902684116258,0.230664673636346
0.188828487937536,0.222798719910076,0.190210917265519
0.137883634146627,0.215911140158383,0.176683069918602
0.240249670604469,0.210845315196816,0.0837374193308705
0.241590423355692,0.214016103567775,0.171051219613899
0.219040674299088,0.220601967315261,0.188989058145975
0.209657637471604,0.229535163417864,0.142639944793926
0.235621636726299,0.164734051514623,0.15383963540252
0.204296184696228,0.23041284807009,0.0783250610089285
0.244656561010662,0.220740693228643,0.057893876568781
0.216173183459441,0.234126100982865,0.0963142436345793
0.235621636726299,0.240621827316804,0.162105843814842
0.24462840760763,0.243830090461285,0.185147237516248
0.164856550010611,0.0903991192428076,0.0591082888503325
0.168130329830042,0.0878015716415534,0.141602315892653
0.213908635078691,0.100335064141095,0.172920534288745
0.22280882306789,0.111693759584976,0.105543135551165
0.190381086792145,0.0582519944997686,0.0769316305414088
0.210403553477249,0.126309144228742,0.056068212378682
0.159498865686946,0.0945830001690378,0.0353442343987136
0.152669322706903,0.0884618797303671,0.0592317210097213
0.197335109426604,0.126309144228742,0.072405458737116
0.154149374736283,0.11778818148045,0.129135915090922
0.119097714782032,0.163983291873638,0.186098152219404
0.0963619820544583,0.153279196260514,0.145764498068944
0.14802942867224,0.169145535516394,0.117355281744098
0.144978990838953,0.202841208404469,0.183271091148248
0.136548800415089,0.151551269680298,0.144699735931019
0.173422081010805,0.190758368718945,0.226249825816011
0.151155601429478,0.176585969175381,0.23637638463928
0.114801504544339,0.197028452903274,0.138783557006381
0.129428725423844,0.204138775967042,0.174568824220013
0.0801962198838982,0.202418847493853,0.121551180729949
0.203750761451616,0.241208672287683,0.228971531077307
0.193176819670445,0.2336020143212,0.20440803459665
0.210577966381309,0.237710649113998,0.121219040616555
0.225126040642979,0.242324389399116,0.219830104792801
0.177666073152143,0.228388419417555,0.143779579045334
0.177666073152143,0.244831102985831,0.141329795383396
0.177666073152143,0.237791730608543,0.236920373734018
0.170882136221562,0.242548426072272,0.222668332866536
0.20695309159077,0.244831102985831,0.144432320813453
0.142753140468828,0.241178531259476,0.121040559015074
0.21230290880121,0.17034544651067,0.244235076955463
0.220614022911993,0.159639451306892,0.242156629579857
0.244728675386899,0.240415416253683,0.240287616848058
0.241298648672189,0.181405447131354,0.235593171665687
0.23475360988316,0.161108446856467,0.230443342252286
0.243829879572239,0.189874598321295,0.206748912430315
0.194507107218689,0.168406739799375,0.213688503088778
0.230115328840135,0.18930800689834,0.244161554659241
0.23475360988316,0.189874598321295,0.231854454568488
0.182275706313686,0.201588485179015,0.215832355875845
0.13045992907128,0.169526923957268,0.14392925950627
0.200463905274139,0.158818448147531,0.137683119198157
0.167620195829027,0.240129972717984,0.2002619481392
0.179311792128108,0.180601664943678,0.123651572248812
0.185398404500787,0.174853182911574,0.112458757796283
0.185398404500787,0.195960735959632,0.119636782886255
0.111902959614591,0.174853182911574,0.0757076632941409
0.178720269567995,0.181457347486474,0.0781174693216035
0.155901666040659,0.208924650183858,0.183608217134362
0.107242295828718,0.200851556764488,0.162057139881007
0.150137322639102,0.0957115239709668,0.089046021527442
0.177231715326857,0.0874054091052726,0.138092545849158
0.187492778076975,0.0940159334578562,0.211662629360516
0.198547624568928,0.104930422427988,0.117270504211942
0.190502590082379,0.0808077818144156,0.122029917054758
0.190502590082379,0.112524329030042,0.0888130801090719
0.137570458992,0.100057420521149,0.0886525107483344
0.197997800742498,0.105673320431035,0.107112173433009
0.161223772134939,0.12581601204309,0.16243524849125
0.170731935963363,0.13087047922476,0.207958672420337
0.110198974218348,0.0814107269568102,0.227504630717422
0.157233072394271,0.074036255653695,0.215047452521718
0.175157004277162,0.11790721741986,0.154708372060509
0.172090708263156,0.0896783955962701,0.238814060106463
0.156038519051996,0.108760856938231,0.17855810098755
0.163473672514313,0.0908064070364929,0.244809696158881
0.170900229470657,0.085297052630711,0.244890908413573
0.112548428466837,0.0903485851908674,0.18918865749495
0.170900229470657,0.0965579041300329,0.237947624839666
