"A_oracle","Y_oracle","ITE"
0.230107640374791,0.844873535741845,0.177807191012955
0.208136493020731,0.948338221253108,0.032014873842804
0.407211715706373,0.933829696805093,0.09533607840585
0.490461086284159,0.0471183549562684,0.0292523512195911
0.262707665106411,0.937148304804873,0.0387732142868951
0.256546056661309,0.818057500520161,0.106311278379687
0.151935092141401,0.850266874498861,0.0888906875094388
0.269221321383451,0.885159790491101,0.0692859430405666
0.322199488688988,0.867370582942742,0.160982184362205
0.175502587689331,0.741117454572673,0.228174183225502
0.382593646365521,0.757986352812746,0.136901566380421
0.17981401948967,0.308465585122441,0.239560238587009
0.204664282774927,0.848843532541495,0.0896745700611598
0.318607353978901,0.830472645748161,0.187341409974777
0.239088708057671,0.656354333999627,0.182142993105672
0.271059580113032,0.334916708159187,0.242937186704601
0.207496259670302,0.116664235427928,0.0703288162821501
0.337679008190773,0.923842451677361,0.0467237886812569
0.411334574056966,0.0948431755647011,0.126840168029302
0.127761589059287,3.29812871308962e-05,5.66660659379429e-05
0.189635184088355,0.0299459021831719,0.0474719265081372
0.286536803006155,0.900233771050287,0.131740167432709
0.17174336044498,0.218682633369775,0.12532918799657
0.206918332561093,0.519505282406246,0.226621539333951
0.175579576106802,0.167669077329514,0.186162799522883
0.207418372697592,0.837058742288346,0.0961155722557595
0.234404645671092,0.641256389102281,0.244543067894864
0.230237083596366,0.928498694108431,0.101593118438494
0.519675499386359,0.236108295115469,0.220467515790599
0.641307340079632,0.269207539027913,0.231130734511032
0.238897243533815,0.822761843411334,0.103809205213726
0.405252312787316,0.934682008921019,0.0943180151388524
0.216645741243798,0.0641067358825269,0.092862714514816
0.390158843379165,0.0102017820195986,0.00642439671455417
0.243477371831508,0.929125133463831,0.100867674234352
0.309441791474926,0.959614460942234,0.0622700807229231
0.2326054636065,0.983267957005805,0.0274792739127095
0.225958774864655,0.499470305308052,0.23117149209205
0.16099957775422,0.571564182511261,0.212284254538204
0.125862036731699,0.000582942836832627,0.00100007443834374
0.246514401221165,0.832477503008337,0.186069190300577
0.172987294505372,0.34242849615918,0.243584978145562
0.172312894866388,0.13820841826348,0.165383659323181
0.344390209678653,0.952136055144445,0.0297064132225833
0.29984441594915,0.45364571312326,0.239325911937985
0.242985225526726,0.780252562442103,0.125866111606384
0.394486184674233,0.0166080006279252,0.0272846511755281
0.221399402216971,0.474003740551131,0.236106828591111
0.258918097425631,0.909066747301518,0.122846147655845
0.291648390897716,0.000159578290429051,0.000274081566921204
0.502990982238362,0.114309507449621,0.145404062114419
0.215910077535549,0.834737486715561,0.097373779137679
0.226462098689394,0.86138838800716,0.165695765374216
0.188902150648492,0.883809203843069,0.0700583177221565
0.229062511259577,0.851301578190341,0.088320043972274
0.406395395391459,0.0683702118726366,0.0979411513540203
0.225175464398787,0.0992220531960588,0.131205519732652
0.190903597550545,0.373089489957704,0.1934785306427
0.319341389585088,0.930322127817275,0.0428637943930219
0.209874654940869,0.321747823476898,0.241474203960329
0.314811878741532,0.753846007928748,0.138912298917367
0.282748358711908,0.959892883437653,0.061886411948517
0.218999393716954,0.534831880348992,0.222765783643388
0.209824350531652,0.465480334709992,0.23753565333154
0.15049025771068,0.0930862719594316,0.125056802964663
0.270605689867101,0.000155462530013177,0.000267015584408134
0.275263210878129,0.371874033020772,0.24488499805803
0.357540618720885,0.815346388541861,0.107746487357172
0.390352544932464,0.727956062439759,0.151180303475737
0.422746815591476,0.0899041008879529,0.0548373807035119
0.377236376526628,0.832208790476796,0.0987404550477921
0.156396289550742,0.0899366657860566,0.121813414145759
0.214693130073584,0.890868948102795,0.0660092692542551
0.26186473818359,0.545554759094236,0.219882789445699
0.367478251340369,0.0281743706014036,0.0448750751307685
0.0648162365387402,0.426924389176517,0.242501426613236
0.223918898511157,0.906462719416431,0.125516361318147
0.206472786060842,0.626466442614784,0.193642736931613
0.309210033122625,0.861626356119904,0.0825894469304891
0.312096091024199,0.93713109927313,0.0387835555910111
0.140781663250709,0.630479957554491,0.192151181574224
0.214482375315945,0.550570788244767,0.218483195136444
0.249443433947709,0.707977832655252,0.160273261412934
0.320657997371713,0.0240205220220528,0.0386858807699977
0.29287712509304,0.969671683975357,0.0480291818165356
0.474487490965141,0.211651610585411,0.121763227408222
0.308277709252574,0.929123169196569,0.100869952996566
0.171357891666382,0.199616456560868,0.204415461017809
0.2031460693225,0.407521204877079,0.24401029005354
0.234767514250267,0.793146882928094,0.119309207002777
0.212039629282136,0.919944608523433,0.111243134518868
0.291212042195926,0.601385551980181,0.202576149490129
0.206970672111032,0.314619330664247,0.240502967233506
0.582082679618302,0.60375138448929,0.244560884638001
0.191101407402853,0.05354488895841,0.0797421112949531
0.277093395650348,0.734616267186876,0.23007352956477
0.217383923390693,0.73971235752397,0.145675704549074
0.31504019572289,0.0134156356599658,0.022230142100213
0.234610535708033,0.757145034772119,0.137311213293167
0.316015076736011,0.889075856618068,0.0670404173479162
0.52245947561159,0.235245913832957,0.133586663933209
0.265488224092441,0.876868367661669,0.0740107605262609
0.181193295614811,0.329704836268887,0.242408721415005
0.314046466481284,0.00396369568921168,0.00250187088301795
0.190253826624443,0.0686066608102282,0.0422235044687829
0.516891348283942,0.462068082184911,0.221947723351905
0.551208527646882,0.340191075244031,0.24340593102693
0.234851802241864,0.811305277420316,0.198643700026236
0.398445291572834,0.431326869784027,0.242063688353338
0.139783973966231,0.311030204298977,0.239965014416699
0.143508864998898,0.530263163815673,0.223948221495118
0.476059000497988,0.0514530596941406,0.0318881988085124
0.191895127091761,0.801724237109542,0.11488211049677
0.258389205500517,0.0432120277880369,0.0661316273799175
0.388782351424568,0.102378647778199,0.0621096112506096
0.385617976582248,0.4235687189496,0.210770524567476
0.233592632621724,0.709971286287041,0.159381074180781
0.200180558242579,0.0967067153029647,0.128711743449806
0.152892444859875,0.0203048271781864,0.033028642000306
0.180889937149932,0.366318884851073,0.244785867907927
0.249184986006376,0.671792248302494,0.175859692899285
0.22203417963158,0.786815673207455,0.122543617311155
0.618613303526584,0.355779422944195,0.18691969731005
0.566593318734233,0.163801301056657,0.0965821535667615
0.356099742142382,0.681379198100176,0.171845151190217
0.161033107761709,0.904152561991376,0.0583130340352175
0.230107275410938,0.732576544013484,0.149030213148975
0.174437093240119,0.314158265492367,0.240435711539478
0.345599302492192,0.980634806503665,0.0315796766625387
0.26129136332433,0.784809820984145,0.211854467190329
0.24869788859168,0.0873970556467172,0.119154372007657
0.144142872495726,0.00891814308567037,0.0149580078591767
0.180208610241033,0.320862699682567,0.241360563189437
0.148609580316075,0.214690718157611,0.211629857576867
0.255350398470889,0.908604053888446,0.0557116590608022
0.187094667620155,0.0433575543219893,0.0663288090535556
0.283968192538169,0.725962177632817,0.232403875734298
0.0666740664484422,0.677088082109072,0.24162068700207
0.13058436733661,0.0192136522712433,0.0120584421177589
0.477211902709902,0.0828305520856165,0.114273198289427
0.0674135642355695,0.322989813297556,0.173685202697545
0.388782351424568,0.0402690365275893,0.0621096112506096
0.234825182448195,0.816623881079981,0.195660501776297
0.208092142479374,0.109168303920265,0.140709379104589
0.177156312770046,0.380944336497604,0.24490663135102
0.320638651261618,0.957782230527471,0.0262608830715121
0.223670471046915,0.8096073742135,0.110768207202169
0.196728460175248,0.492884192073847,0.23254112743641
0.232448644466932,0.783317956602827,0.124318171020127
0.285748188248973,0.646931834420454,0.24427815473244
0.2227932945081,0.464205818752311,0.237739371952346
0.542078430731244,0.111098812845119,0.142489330268385
0.47357602789495,0.0783676268162943,0.0480351860344771
0.280188041384147,0.845942632184082,0.177062040630768
0.49898307536417,0.16673610504857,0.098170711144845
0.192572544034896,0.103970358843453,0.135812991966971
0.122100239117242,0.183281448519411,0.195606355964933
0.51442677882887,0.325940637888631,0.174918016995864
0.222964190779999,0.274418182788611,0.232501204932619
0.242929394729282,0.00565076815720333,0.00956190310227274
0.248077824985819,0.137536783919568,0.16486197758234
0.208545838155149,0.659828889823687,0.243404280559739
0.251894850028476,0.916300834532892,0.0511878560866906
0.194098283853551,5.23054215171617e-05,8.98626779001621e-05
0.211777290599034,0.804660197539135,0.202211277065064
0.221974716098334,0.305935670373175,0.239144133372631
0.505964187784967,0.0383956652966111,0.0595149620447088
0.273675668445523,0.671056880154112,0.176164107680709
0.359298193005928,0.00316982774860655,0.00200137203760505
0.180889937149932,0.366318884851073,0.244785867907927
0.198121395785629,0.719034125366703,0.234110653773816
0.19199652412782,0.251139096759278,0.225740827408492
0.20630996416689,0.80896490350164,0.111105086836108
0.240990088922661,0.579956400019335,0.209656625369993
0.158740599546445,0.346927433855563,0.243909763732078
0.18010240510762,0.632857573051126,0.191259720871705
0.230107275410938,0.88160675716246,0.149030213148975
0.202529432074554,0.734135563550869,0.148300826811987
0.200321020976824,0.27686089217226,0.233116177937787
0.269634345657823,0.949324413056417,0.0314161409572008
0.390158843379165,0.0102017820195986,0.00642439671455417
0.181751308950075,0.715614047216025,0.156837263214454
0.258463684004938,0.0424363809957185,0.0650779673799651
0.319109109468339,0.672571997655953,0.175536354093454
0.237346681245398,0.959326121501291,0.0626667910117159
0.416848873845488,0.101420223119628,0.133354654466279
0.507270989443077,0.178853862234455,0.10467020671771
0.399875189736302,0.755391060966482,0.138163495802973
0.199818098569869,0.159524999648249,0.180817890177435
0.153375022849234,0.0566950542525472,0.0837374193308705
0.22457795870982,0.864612983175524,0.0809195401470171
0.179172161172282,0.770471907217779,0.217922244553467
0.222479092372632,0.617618599872048,0.196871281203716
0.179245737665852,0.878855625038945,0.0728820228378103
0.553396249555887,0.267944992463357,0.230786522606937
0.340765451062668,0.793123600574857,0.119321153444431
0.485374233211087,0.0681161114375133,0.0976419136046895
0.169389295322378,0.110133963804848,0.141602315892653
0.175041131678312,0.293359802888623,0.236823012209435
0.267209529546201,0.982088243827731,0.029323659724849
0.542135644878097,0.137319482699564,0.164692715029797
0.286930906646542,0.902590246594779,0.0592233938264619
0.238376395871539,0.817195346248846,0.106768221953228
0.263345034238636,0.958026675008927,0.0644467712588614
0.232839472441744,0.362962758791665,0.244693763912451
0.289301411397754,0.35702220385439,0.244470304691213
0.210952726379083,0.27560592106297,0.232802403914557
0.231968384826562,0.267674394327424,0.230712127216414
0.10772613019263,0.0653550148749768,0.0402761857014874
0.318607353978901,0.830472645748161,0.187341409974777
0.19852654962443,0.861969006821225,0.0823981379443702
0.0976067024141745,0.496948551069516,0.231703435265759
0.243594122605018,0.593414026552348,0.205271160289741
0.32309998677574,0.908781635257688,0.0556076543953947
0.148674785847548,0.741909780539342,0.144634498426072
0.219284325258425,0.359633341940964,0.244578104913297
0.243173348504484,0.707150492942536,0.160642544276381
0.244194134214127,0.695128940044695,0.165941398246202
0.202590982679962,0.77146795110172,0.130264027041145
0.51421287633085,0.0725130761048439,0.10275932741537
0.264011944757585,0.650870552888426,0.244051739213187
0.346166117753922,0.606431027015838,0.20083379608115
0.209420000158915,0.103886574760094,0.135732815618214
0.204614175073251,0.140997230575791,0.167526110240928
0.541324634118236,0.254763650672037,0.226903281594025
0.357088926967772,0.000296343275902717,0.00018730425146866
0.0785488790937859,0.185904778708032,0.19709316451061
0.133974471902885,0.323481144634834,0.241691088477536
0.207889721047062,0.41435877232671,0.243558103861185
0.345624965704603,0.0720326812479404,0.102206444272307
0.639342995305898,0.503518706120457,0.23180097744525
0.181234967298747,0.155085782356888,0.177778932428379
0.218903271017372,0.594976840629282,0.20474843740115
0.353869903819978,0.988801989518663,0.00704912478636099
0.241193250549923,0.918263477162783,0.113084477319947
0.276761521474311,0.964471332377014,0.0221581201115696
0.0666361924350593,0.0320942530029312,0.05058733266523
0.208222467148874,0.920242373644204,0.0488586174586428
0.260642382116256,0.682747130687453,0.171265441350376
0.17337983792042,0.411049806787133,0.206748912430315
0.240592787449696,0.973114607239607,0.0168238148970073
0.269599042817151,0.000402124926003492,0.000690209189623574
0.265279851848488,0.844372448838473,0.0921286460297195
0.2181686329811,0.888660242788361,0.0672791579857441
0.299552227699776,0.918156291287295,0.113201272954175
